id,name,title,cost,inkwell,attack,defence,color,type,action,flavour,separator,stars,illustrator,card_set_id,language,number,pack,rarity,image,blurhash,franchise_id,final,spoiler,created_at,updated_at,traits,prices,franchise,languages
11,Pascal,Rapunzel's Companion,1,1,1,1,5,glimmer,"<mark>CAMOUFLAGE</mark> While you have another character in play, this character gains <b>Evasive</b>. <i>(Only characters with Evasive can challenge them.)</i>","A true friend is always there for you, whether you can see them or not.",pen,1,Brian Weisz,2,EN,53,204,uncommon,https://images.lorcania.com/cards/tfc/53_en_pascal-716.webp,,13,1,0,2023-01-17T14:58:34.000000Z,2023-01-17T14:58:34.000000Z,"['Storyborn', 'Ally']",0.7,"{'id': 13, 'name': 'Tangled', 'slug': 'tangled', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FTangled.png'}","{'EN': {'card_id': 11, 'language': 'EN', 'name': 'Pascal', 'title': ""Rapunzel's Companion"", 'action': '<mark>CAMOUFLAGE</mark> While you have another character\rin play, this character gains <b>Evasive</b>. <i>(Only characters\rwith Evasive can challenge them.)</i>', 'flavour': 'A true friend is always there for you, whether you can\rsee them or not.', 'image': 'https://images.lorcania.com/cards/tfc/53_en_pascal-716.webp'}, 'DE': {'card_id': 11, 'language': 'DE', 'name': 'Pascal', 'title': 'Rapunzels Begleiter', 'action': '<mark>TARNUNG</mark> Dieser Charakter erhält<b>Wendig</b>, solange du mindestens einen weiteren Charakter im Spiel hast. <i>(Nur Charaktere mit Wendig können ihn herausfordern.)</i>', 'flavour': 'Ein wahrer Freund ist immer für dich da, ob du ihn sehen kannst, oder nicht.', 'image': 'https://images.lorcania.com/cards/tfc/53_de_pascal-716.webp'}, 'FR': {'card_id': 11, 'language': 'FR', 'name': 'Pascal', 'title': 'Compagnon de Raiponce', 'action': '<mark>CAMOUFLAGE</mark>Tant que vous avez un autre personnage en jeu, ce personnage gagne\n<b>Insaisissable.</b><i>(Seuls les personnages avec\nInsaisissable peuvent le défier.)</i>', 'flavour': 'Un véritable ami est toujours là pour toi, que tu le\nvoies ou non.', 'image': 'https://images.lorcania.com/cards/tfc/53_fr_pascal-716.webp'}}"
12,Aurora,Dreaming Guardian,5,1,3,5,2,glimmer,<b>Shift</b> 3 (<i>You may pay 3 ⬡ to play this on top of one of your characters named Aurora.</i>)<br><mark>Protective Embrace</mark> Your other characters gain <b>Ward</b>. <i>(Opponents can't choose them except to challenge.)</i>,"As the princess slumbered, her power awoke.",pen,2,Nicholas Kole,2,EN,139,204,super_rare,https://images.lorcania.com/cards/tfc/139_en_aurora-716.webp,L6H.E2+$00IT0C^iEINb_OR#Gco~,5,1,0,2023-01-17T14:59:37.000000Z,2023-01-17T14:59:37.000000Z,"['Hero', 'Floodborn', 'Princess']",4.73,"{'id': 5, 'name': 'Sleeping Beauty', 'slug': 'sleeping-beauty', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FSleeping_Beauty.png'}","{'EN': {'card_id': 12, 'language': 'EN', 'name': 'Aurora', 'title': 'Dreaming Guardian', 'action': ""<b>Shift</b> 3 (<i>You may pay 3 ⬡ to play this on top of one of your characters named Aurora.</i>)<br><mark>Protective Embrace</mark> Your other characters gain <b>Ward</b>. <i>(Opponents can't choose them except to challenge.)</i>"", 'flavour': 'As the princess slumbered, her power awoke.', 'image': 'https://images.lorcania.com/cards/tfc/139_en_aurora-716.webp'}, 'DE': {'card_id': 12, 'language': 'DE', 'name': 'Aurora', 'title': 'Wächterin der Träume', 'action': '<b>Gestaltwandel</b> 3 (<i>Du kannst 3 ⬡ zahlen, um diesen Charakter auf einen deiner Aurora-Charaktere auszuspielen.)</i>)<br><mark>SCHÜTZENDE UMARMUNG</mark> Deine anderen Charaktere erhalten <b>Behütet</b>. <i>(Gegnerische Karten können diese Charaktere nicht auswählen, außer um sie herauszufordern.)</i>', 'flavour': 'Während die Prinzessin schlummerte, erwachte ihre Macht.', 'image': 'https://images.lorcania.com/cards/tfc/139_de_aurora-716.webp'}, 'FR': {'card_id': 12, 'language': 'FR', 'name': 'Aurore', 'title': 'Gardienne Rêveuse', 'action': ""<b>Alter</b> 3 (<i>Vous pouvez payer 3 ⬡ pour jouer ce personnage sur un autre personnage Aurore.</i>)<br><mark>ÉTREINTE PROTECTRICE</mark> Vos autres personnages gagnent <b>Hors d'atteinte</b>. <i>(Ils ne peuvent pas être choisis par vos adversaires, hormis pour un défi.)</i>"", 'flavour': ""Et tandis que la princesse dormait profondément,\nsa puissance s'éveilla."", 'image': 'https://images.lorcania.com/cards/tfc/139_fr_aurora-716.webp'}}"
13,Maleficent,Sinister Visitor,4,1,3,4,2,glimmer,,"„The princess shall indeed grow in grace and beauty, beloved by all who know her. But before the sun sets on her sixteenth birthday, she shall prick her finger on the spindle of a spinning wheel...“",book,2,Nicholas Kole,2,EN,150,204,common,https://images.lorcania.com/cards/tfc/150_en_maleficent-716.webp,"LEF6qYX:DOZf0IyDvyn2|,nga0oz",5,1,0,2023-01-17T15:03:16.000000Z,2023-01-17T15:03:16.000000Z,"['Storyborn', 'Villain', 'Sorcerer']",0.2,"{'id': 5, 'name': 'Sleeping Beauty', 'slug': 'sleeping-beauty', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FSleeping_Beauty.png'}","{'EN': {'card_id': 13, 'language': 'EN', 'name': 'Maleficent', 'title': 'Sinister Visitor', 'action': None, 'flavour': '„The princess shall indeed grow in grace and beauty, beloved by all who know her. But before the sun sets on her sixteenth birthday, she shall prick her finger on the spindle of a spinning wheel...“', 'image': 'https://images.lorcania.com/cards/tfc/150_en_maleficent-716.webp'}, 'DE': {'card_id': 13, 'language': 'DE', 'name': 'Malefiz', 'title': 'Böser Besuch', 'action': None, 'flavour': '„Die Prizessin soll strahlend und schön wie eine Rose erblühen. Und von einem jeden geliebt werden, der ihr begegnet. Jedoch, bevor sie ihren 16. Geburtstag untergeht, soll sie sich mit der Spindel eines Spinnrades in den Finger stechen ...“', 'image': 'https://images.lorcania.com/cards/tfc/150_de_maleficent-716.webp'}, 'FR': {'card_id': 13, 'language': 'FR', 'name': 'Maléfique', 'title': 'Sinistre visiteuse', 'action': None, 'flavour': '""La princesse, en grandissant, aura la grâce et la beauté. Chacun l\'aimera et lui sera dévoué. Mais ma volonté est telle qu\'avant l\'aube de ses seize ans, elle se piquera le doigt à la pointe d\'une quenouille.""', 'image': 'https://images.lorcania.com/cards/tfc/150_fr_maleficent-716.webp'}}"
14,Moana,Of Motunui,5,1,1,6,4,glimmer,"<mark>WE CAN FIX IT</mark> Whenever this character quests, you may ready your other Princess characters. They can‘t quest for the rest of this turn.","„I am Moana of Motunui. You will board my boat, sail across the sea, and restore the heart of Te Fiti.“",book,3,Nicholas Kole,2,EN,14,204,rare,https://images.lorcania.com/cards/tfc/14_en_moana-716.webp,L5LfgJ{I2^0g00xZ.POr1m0jmm~A,11,1,0,2023-01-17T15:03:16.000000Z,2023-01-17T15:03:16.000000Z,"['Hero', 'Storyborn', 'Princess']",2.17,"{'id': 11, 'name': 'Moana', 'slug': 'moana', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMoana.png'}","{'EN': {'card_id': 14, 'language': 'EN', 'name': 'Moana', 'title': 'Of Motunui', 'action': '<mark>WE CAN FIX IT</mark> Whenever this character quests, you may ready your other Princess characters. They can‘t quest for the rest of this turn.', 'flavour': '„I am Moana of Motunui. You will board my boat, sail\racross the sea, and restore the heart of Te Fiti.“', 'image': 'https://images.lorcania.com/cards/tfc/14_en_moana-716.webp'}, 'DE': {'card_id': 14, 'language': 'DE', 'name': 'Vaiana', 'title': 'Von Motunui', 'action': '<mark>WIR KRIEGEN DAS HIN</mark> Jedes Mal, wenn dieser Charakter erkundet, darfst du deine anderen Prinzessinnen bereit machen. Sie können in diesem Zug nicht mehr erkunden.', 'flavour': '„Ich bin Vaiana von Motunui. Du kommst jetzt auf mein Boot, segelst über das Meer und bringst das Herz nach Te Fiti zurück.“', 'image': 'https://images.lorcania.com/cards/tfc/14_de_moana-716.webp'}, 'FR': {'card_id': 14, 'language': 'FR', 'name': 'Vaiana', 'title': 'de Motunui', 'action': ""<mark>NOUS ALLONS LE RÉPARER</mark> Lorsque ce personnage est envoyé à l'aventure, vous pouvez redresser vos autres personnages Princesse. Elles ne peuvent pas être envoyées à l'aventure pour le reste de ce tour."", 'flavour': '""Je suís Vaiana de Motunui. Tu vas monter sur mon bateau, traverser la mer et restituer le cœur de Te Fiti.""', 'image': 'https://images.lorcania.com/cards/tfc/14_fr_moana-716.webp'}}"
15,Simba,Returned King,7,1,4,6,6,glimmer,"<b>Challenger</b> +4 (While challenging, this character gets +4 ※.)<br /><mark>POUNCE</mark> During your turn, this character gains  <b>Evasive</b>. <i>(They can challenge characters with Evasive.)</i>",„I‘ll do whatever it takes to save my kingdom.“,pen,2,Nicholas Kole,2,EN,189,204,rare,https://images.lorcania.com/cards/tfc/189_en_simba-716.webp,L8L|DT-:8I00vu.7%}4T1ZNHH?iH,12,1,0,2023-01-17T15:03:16.000000Z,2023-01-17T15:03:16.000000Z,"['Hero', 'Storyborn', 'King']",1.49,"{'id': 12, 'name': 'The Lion King', 'slug': 'the-lion-king', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FLion_King.png'}","{'EN': {'card_id': 15, 'language': 'EN', 'name': 'Simba', 'title': 'Returned King', 'action': '<b>Challenger</b> +4 (While challenging, this character gets\n+4 ※.)<br /><mark>POUNCE</mark> During your turn, this character gains \n<b>Evasive</b>. <i>(They can challenge characters with Evasive.)</i>', 'flavour': '„I‘ll do whatever it takes to save my kingdom.“', 'image': 'https://images.lorcania.com/cards/tfc/189_en_simba-716.webp'}, 'DE': {'card_id': 15, 'language': 'DE', 'name': 'Simba', 'title': 'Zurückgekehrter König', 'action': '<b>Herausfordern</b> +4 (Während dieser Charakter herausfordert, erhält er +4 ※.)<br /><mark>KATZENSPRUNG</mark> In deinem Zug erhält dieser Charakter <b>Wendig</b>. <i>(Er kann Charaktere mit Wendig herausfordern.)</i>', 'flavour': '„Ich werde alles tun, um mein Königreich zu retten.“', 'image': 'https://images.lorcania.com/cards/tfc/189_de_simba-716.webp'}, 'FR': {'card_id': 15, 'language': 'FR', 'name': 'Simba', 'title': 'Roi de retour', 'action': ""<b>Offensif</b> +4 (Lorsqu'il défie, ce personnage gagne +4 ※.)<br /><mark>BOND</mark> Durant votre tour, ce personnage gagne <b>Insaisissable</b>. <i>(Il peut défier les personnages avec Insaisissable.)</i>"", 'flavour': ""“Je ferais n'importe quoi pour sauver mon royaume.“"", 'image': 'https://images.lorcania.com/cards/tfc/189_fr_simba-716.webp'}}"
16,Mickey Mouse,Wayward Sorcerer,4,1,3,4,5,glimmer,"<mark>ANIMATE BROOM</mark> You pay 1 ⬡ less to play Broom characters.<br /><mark>CEASELESS WORKER</mark> Whenever one of your Broom characters is banished in a challenge, you may return that card to your hand.",He always goes for the clean sweep.,pen,2,Nicholas Kole,2,EN,51,204,super_rare,https://images.lorcania.com/cards/tfc/51_en_mickey_mouse-716.webp,L5L.#kIvXk00QP?b~S4-0]Br58^i,19,1,0,2023-04-10T20:07:36.000000Z,2023-04-10T20:07:36.000000Z,"['Dreamborn', 'Sorcerer']",5.37,"{'id': 19, 'name': 'Fantasia', 'slug': 'fantasia', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Fantasia.png'}","{'EN': {'card_id': 16, 'language': 'EN', 'name': 'Mickey Mouse', 'title': 'Wayward Sorcerer', 'action': '<mark>ANIMATE BROOM</mark> You pay 1 ⬡ less to play Broom characters.<br />\u2028<mark>CEASELESS WORKER</mark> Whenever one of your Broom characters is banished in a challenge, you may return that card to your hand.', 'flavour': 'He always goes for the clean sweep.', 'image': 'https://images.lorcania.com/cards/tfc/51_en_mickey_mouse-716.webp'}, 'DE': {'card_id': 16, 'language': 'DE', 'name': 'Micky Maus', 'title': 'Eigenwilliger Zauberer', 'action': '<mark>LEBENDIGER BESEN</mark> Du zahlst 1 ⬡ weniger, um Besen auszuspielen.<br />\u2028<mark>UNERMÜDLICHE ARBEITER</mark> Jedes Mal, wenn einer deiner Besen durch eine Herausforderung verbannt wird, darfst du jene Karte zurück auf deine Hand nehmen.', 'flavour': 'Immer für eine saubere Sache zu haben.', 'image': 'https://images.lorcania.com/cards/tfc/51_de_mickey_mouse-716.webp'}, 'FR': {'card_id': 16, 'language': 'FR', 'name': 'Mickey Mouse', 'title': 'Sorcier renégat', 'action': ""<mark>ANIMER LES BALAIS</mark> Les personnages Balai vous coûtent 1 ⬡ de moins à jouer.<br />\u2028<mark>TRAVAILLEUR INFATIGABLE</mark> Si l'un de vos personnages Balai est banni via un défi, vous pouvez le reprendre en main."", 'flavour': 'Les problèmes ? Il les balaie !', 'image': 'https://images.lorcania.com/cards/tfc/51_fr_mickey_mouse-716.webp'}}"
17,Mulan,Imperial Soldier,5,1,4,5,1,glimmer,"<mark>Lead by example</mark> During your turn, whenever this character banishes another character in a challenge, your other characters get +1 ◆ this turn.",,,1,Mel Milton,2,EN,118,204,super_rare,https://images.lorcania.com/cards/tfc/118_en_mulan-716.webp,LPLpR1M~D*W;tWa$rqWVpso0Z%ax,8,1,0,2023-01-17T17:54:23.000000Z,2023-01-17T17:54:23.000000Z,"['Hero', 'Storyborn', 'Princess']",3.83,"{'id': 8, 'name': 'Mulan', 'slug': 'mulan', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMulan.png'}","{'EN': {'card_id': 17, 'language': 'EN', 'name': 'Mulan', 'title': 'Imperial Soldier', 'action': '<mark>Lead by example</mark> During your turn, whenever this character banishes another character in a challenge, your other characters get +1 ◆ this turn.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/118_en_mulan-716.webp'}, 'DE': {'card_id': 17, 'language': 'DE', 'name': 'Mulan', 'title': 'Kaiserliche Soldatin', 'action': '<mark>MIT GUTEM BEISPIELVORAN GEHEN</mark> Jedes Mal, wenn dieser Charakter in deinem Zug durch eine Herausforderung einen anderen Charakter verbannt, erhalten deine anderen Charaktere in diesem Zug je +1 ◆.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/118_de_mulan-716.webp'}, 'FR': {'card_id': 17, 'language': 'FR', 'name': 'Mulan', 'title': 'Soldat impérial', 'action': '<mark>UN EXEMPLE</mark> Lorsque ce personnage en bannit un autre via un défi,tous vos autres personnages gagnent +1 ◆ pour le reste de ce tour.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/118_fr_mulan-716.webp'}}"
18,Hades,King of Olympus,8,0,6,7,4,glimmer,<b>Shift</b> 6 (<i>You may pay 6 ⬡ to play this on top of one of your characters named Hades.</i>)<br /><mark>Sinister plot</mark> This character gets +1 ◆ for every other Villain character you have in play.,"Oh hey, I'm gonna need new business cards.",pen,1,Alex Accorsi,2,EN,5,204,rare,https://images.lorcania.com/cards/tfc/5_en_hades-716.webp,LOMi.nIA9[Wq%jM{bDW;B;S2VYj[,9,1,0,2023-01-17T17:57:47.000000Z,2023-01-17T17:57:47.000000Z,"['Floodborn', 'Villain', 'King', 'Deity']",2.25,"{'id': 9, 'name': 'Hercules', 'slug': 'hercules', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FHercules.png'}","{'EN': {'card_id': 18, 'language': 'EN', 'name': 'Hades', 'title': 'King of Olympus', 'action': '<b>Shift</b> 6 (<i>You may pay 6 ⬡ to play this on top of one of your characters named Hades.</i>)<br /><mark>Sinister plot</mark> This character gets +1 ◆ for every other Villain character you have in play.', 'flavour': ""Oh hey, I'm gonna need new business cards."", 'image': 'https://images.lorcania.com/cards/tfc/5_en_hades-716.webp'}, 'DE': {'card_id': 18, 'language': 'DE', 'name': 'Hades', 'title': 'König des Olymps', 'action': '<b>Gestaltwandel</b> 6 (<i>Du kannst 6 ⬡ zahlen, um diesen Charakter auf einen deiner Hades-Charaktere auszuspielen.</i>)<br /><mark>FINSTERE VERSCHWÖRUNG</mark> Dieser Charakter erhält +1 ◆ für jede weitere Schurkin und jeden weiteren Schurken, die du im Spiel hast.', 'flavour': 'Oh hey, ich brauche neue Visitenkarten.', 'image': 'https://images.lorcania.com/cards/tfc/5_de_hades-716.webp'}, 'FR': {'card_id': 18, 'language': 'FR', 'name': 'Hadès', 'title': ""Roi de l'Olympe"", 'action': ""<b>Alter</b> 6 (<i>Vous pouvez payer 6 ⬡ pour jouer ce personnage sur l'un de vos personnages Hadès.</i>)<br /><mark>SINISTRE COMPLOT</mark> Ce personnage a + 1 ◆ pour chaque autre personnage Méchant que vous avez en jeu."", 'flavour': '""Oh, mais j\'y pense, il va me falloir de nouvelles cartes de visite.""', 'image': 'https://images.lorcania.com/cards/tfc/5_fr_hades-716.webp'}}"
19,Stitch,Rock Star,6,1,3,5,4,glimmer,"<b>Shift</b> 4 (<i>You may pay 4 ⬡ to play this on top of one of your characters named Stitch.</i>)<br><mark>Adoring Fans</mark> Whenever you play a character with cost 2 or less, you may exert them to draw a card.",The best part about a beachside concert is that there's always room for one more.,pen,3,Simangaliso Sibaya,2,EN,23,204,super_rare,https://images.lorcania.com/cards/tfc/23_en_stitch-716.webp,L4JZ^_9u00i^0FSzQ*t700XS|:-p,2,1,0,2023-01-23T14:37:30.000000Z,2023-01-23T14:37:30.000000Z,"['Hero', 'Floodborn', 'Alien']",17.99,"{'id': 2, 'name': 'Lilo and Stitch', 'slug': 'lilo-and-stitch', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FLilo_and_Stitch.png'}","{'EN': {'card_id': 19, 'language': 'EN', 'name': 'Stitch', 'title': 'Rock Star', 'action': '<b>Shift</b> 4 (<i>You may pay 4 ⬡ to play this on top of one of your characters named Stitch.</i>)<br><mark>Adoring Fans</mark> Whenever you play a character with cost 2 or less, you may exert them to draw a card.', 'flavour': ""The best part about a beachside concert is that there's always room for one more."", 'image': 'https://images.lorcania.com/cards/tfc/23_en_stitch-716.webp'}, 'DE': {'card_id': 19, 'language': 'DE', 'name': 'Stitch', 'title': 'Rockstar', 'action': '<b>Gestaltwandel</b> 4 (<i>Du kannst 4 ⬡ zahlen, um diesen Charakter auf einen deiner Stich-Charaktere auszuspielen.</i>)<br><mark>BEGEISTERTE FANS</mark> Jedes Ma, wenn du einen Charakter ausspielst, der 2 oder weniger kostet, darfst du jenen erschöpfen, um 1 Karte zu ziehen.', 'flavour': 'Das Beste an einem Konzert am Strand ist, dass es immer Platz für noch mehr Publikum gibt.', 'image': 'https://images.lorcania.com/cards/tfc/23_de_stitch-716.webp'}, 'FR': {'card_id': 19, 'language': 'FR', 'name': 'Stitch', 'title': 'Rock Star', 'action': ""<b>Alter</b> 4 (<i>Vous pouvez payer 4 ⬡ pour jouer ce personnage sur l'un de vos personnages Stitch.</i>)<br><mark>FANS DÉCHAINÉS</mark> Chaque fois que vous jouez un personnage coûtant 2 ou moins, vous pouvez tout de suite l'épuiser pour piocher une carte."", 'flavour': '""L\'avantage d\'un concert sur la plage, c\'est qu\'il y a toujours de la place pour accueillir plus de monde.""', 'image': 'https://images.lorcania.com/cards/tfc/23_fr_stitch-716.webp'}}"
20,Elsa,Snow Queen,3,1,2,3,5,glimmer,<mark>Freeze</mark> ↷ - Exert chosen opposing character.,"Recreated by magical ink, Elsa found herself in an unfamiliar new world. Fortunately, ice works the same way everywhere.",pen,1,Nicholas Kole,2,EN,41,204,uncommon,https://images.lorcania.com/cards/tfc/41_en_elsa-716.webp,LKHeIReU55Wo0uxBRhWUxjoIn-aK,3,1,0,2023-01-23T16:21:32.000000Z,2023-01-23T16:21:32.000000Z,"['Hero', 'Dreamborn', 'Queen', 'Sorcerer']",3,"{'id': 3, 'name': 'Frozen', 'slug': 'frozen', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FFrozen.png'}","{'EN': {'card_id': 20, 'language': 'EN', 'name': 'Elsa', 'title': 'Snow Queen', 'action': '<mark>Freeze</mark> ↷ - Exert chosen opposing character.', 'flavour': 'Recreated by magical ink, Elsa found herself in an unfamiliar new world. Fortunately, ice works the same way everywhere.', 'image': 'https://images.lorcania.com/cards/tfc/41_en_elsa-716.webp'}, 'DE': {'card_id': 20, 'language': 'DE', 'name': 'Elsa', 'title': 'Eiskönigin', 'action': '<mark>Einfrieren</mark> ↷ - Erschöpfe einen gegnerischen Charakter seiner Wahl.', 'flavour': 'Durch magische Tinte erschaffen, fand sich Elsa in einer völlig neuen Welt. Zum Glück funktioniert Eis überall gleich.', 'image': 'https://images.lorcania.com/cards/tfc/41_de_elsa-716.webp'}, 'FR': {'card_id': 20, 'language': 'FR', 'name': 'Elsa', 'title': 'Reine des Neiges', 'action': '<mark>GELER</mark> ↷ - Choisissez un personnage adverse et épuisez-le.', 'flavour': ""Recréée par l'encre magique, Elsa se retrouva dans un monde entièrement nouveau. Par chance, la glace fonctionne partout de la même manière."", 'image': 'https://images.lorcania.com/cards/tfc/41_fr_elsa-716.webp'}}"
21,Cruella De Vil,Miserable As Usual,2,1,1,3,3,glimmer,"<mark>You'll Be Sorry</mark> When this character is challenged and banished, you may return chosen character to their player's hand.","When she stops by, misery is company.",pen,1,Nicholas Kole,2,EN,72,204,rare,https://images.lorcania.com/cards/tfc/72_en_cruella_de_vil-716.webp,"LEH_o5Iq4;bX07bEW,oy_RS1KN$*",4,1,0,2023-01-23T16:21:32.000000Z,2023-01-23T16:21:32.000000Z,"['Storyborn', 'Villain']",1.84,"{'id': 4, 'name': '101 Dalmatians', 'slug': '101-dalmatians', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2F101_Dalmatiner.png'}","{'EN': {'card_id': 21, 'language': 'EN', 'name': 'Cruella De Vil', 'title': 'Miserable As Usual', 'action': ""<mark>You'll Be Sorry</mark> When this character is challenged and banished, you may return chosen character to their player's hand."", 'flavour': 'When she stops by, misery is company.', 'image': 'https://images.lorcania.com/cards/tfc/72_en_cruella_de_vil-716.webp'}, 'DE': {'card_id': 21, 'language': 'DE', 'name': 'Cruella De Vil', 'title': 'Miserabel wie immer', 'action': '<mark>DAS WIRD EUCH NOCH LEIDTUN!</mark> Wenn dieser Charakter herausgefordert und verbannt wird, darfst du einen Charakter deiner Wahl zurück auf die zugehörige Hand schicken.', 'flavour': 'Wenn sie erscheint, ist Unheil nicht fern.', 'image': 'https://images.lorcania.com/cards/tfc/72_de_cruella_de_vil-716.webp'}, 'FR': {'card_id': 21, 'language': 'FR', 'name': ""Cruella D'Enfer"", 'title': 'Cruelle Diablesse', 'action': '<mark>VOUS LE REGRETTEREZ!</mark> Lorsque ce\npersonnage est banni via un défi, vous pouvez choisir un personnage que son propriétaire reprend en main.', 'flavour': 'Partout ou elle va, elle ne sème que le malheur.', 'image': 'https://images.lorcania.com/cards/tfc/72_fr_cruella_de_vil-716.webp'}}"
22,Maleficent,Monstrous Dragon,9,1,7,5,1,glimmer,"<mark>Dragon Fire</mark> When you play this character, you may banish chosen character.","The ninth Rule of Villainy: When all else fails, turn into a dragon.",pen,2,Luis Huerta,2,EN,113,204,legendary,https://images.lorcania.com/cards/tfc/113_en_maleficent-716.webp,L5J~u]WG0fE*00-.%YOr4FspRn-l,5,1,0,2023-01-23T16:21:32.000000Z,2023-01-23T16:21:32.000000Z,"['Storyborn', 'Villain', 'Dragon']",54.5,"{'id': 5, 'name': 'Sleeping Beauty', 'slug': 'sleeping-beauty', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FSleeping_Beauty.png'}","{'EN': {'card_id': 22, 'language': 'EN', 'name': 'Maleficent', 'title': 'Monstrous Dragon', 'action': '<mark>Dragon Fire</mark> When you play this character, you may banish chosen character.', 'flavour': 'The ninth Rule of Villainy: When all else fails, turn into a dragon.', 'image': 'https://images.lorcania.com/cards/tfc/113_en_maleficent-716.webp'}, 'DE': {'card_id': 22, 'language': 'DE', 'name': 'Malefiz', 'title': 'Monströser Drache', 'action': '<mark>Drachenfeuer</mark> Wenn du diesen Charakter ausspielst, darfst du einen Charakter deiner Wahl verbannen.', 'flavour': 'Die neunte Regel des Schurken-Daseins: Wenn alles andere misslingt, verwandle dich in einen Drachen.', 'image': 'https://images.lorcania.com/cards/tfc/113_de_maleficent-716.webp'}, 'FR': {'card_id': 22, 'language': 'FR', 'name': 'Maléfique', 'title': 'Dragon monstrueux', 'action': '<mark>FEU DU DRAGON</mark> Lorsque vous jouez ce\npersonnage, vous pouvez choisir un personnage et le\nbannir.', 'flavour': 'Neuvième règle de la méchanceté : ""Si toutes les\nruses ont échoué jusque-là, transforme-toi en dragon.""', 'image': 'https://images.lorcania.com/cards/tfc/113_fr_maleficent-716.webp'}}"
23,Robin Hood,Unrivaled Archer,6,1,4,4,2,glimmer,"<mark>Feed The Poor</mark> When you play this character, if an opponent has more cards in their hand than you, draw a card.<br><mark>Good Shot</mark> During your turn, this character gains <b>Evasive</b>. (<i>They can challenge characters with Evasive.</i>)","""We never rob. We just sort of borrow a bit from those who can afford it.""",book,2,John Loren,2,EN,157,204,super_rare,https://images.lorcania.com/cards/tfc/157_en_robin-716.webp,L9GlLpHD02iI03yqw{rXQRw0t8t6,6,1,0,2023-01-23T16:21:32.000000Z,2023-01-23T16:21:32.000000Z,"['Hero', 'Storyborn']",7.99,"{'id': 6, 'name': 'Robin Hood', 'slug': 'robin-hood', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FRobin_Hood.png'}","{'EN': {'card_id': 23, 'language': 'EN', 'name': 'Robin Hood', 'title': 'Unrivaled Archer', 'action': '<mark>Feed The Poor</mark> When you play this character, if an opponent has more cards in their hand than you, draw a card.<br><mark>Good Shot</mark> During your turn, this character gains <b>Evasive</b>. (<i>They can challenge characters with Evasive.</i>)', 'flavour': '""We never rob. We just sort of borrow a bit from those who can afford it.""', 'image': 'https://images.lorcania.com/cards/tfc/157_en_robin-716.webp'}, 'DE': {'card_id': 23, 'language': 'DE', 'name': 'Robin Hood', 'title': 'Unübertroffener Bogenschütze', 'action': '<mark>DEN ARMEN HELFEN</mark> Wenn du diesen Charakter ausspielst und mindestens eine gegnerische Person mehr Karten auf der Hand hat als du, ziehe eine Karte .<br><mark>GUTER SCHÜTZE</mark> In deinem Zug erhält dieser Charakter <b>Wendig</b>. (<i>Er kann Charaktere mit Wenidig herausfordern.</i>)', 'flavour': '„Sind wir Räuber? Oh nein, wir borgen uns nur von denen, die zu viel besitzen.“', 'image': 'https://images.lorcania.com/cards/tfc/157_de_robin_hood-716.webp'}, 'FR': {'card_id': 23, 'language': 'FR', 'name': 'Robin Des Bois', 'title': 'Archer sans égal', 'action': '<mark>NOURRIR LES PAUVRES</mark> Si un adversaire a plus de cartes en main que vous lorsque vous jouez ce personnage, piochez une carte.<br><mark>JOLI TIR</mark> Durant votre tour, ce personnage gagne  <b>Insaisissable</b>. (<i>ll peut défier les personnages avec Insaísissable.</i>)', 'flavour': '""Nous autres… Nous empruntons à ceux qui ont trop de fortune.""', 'image': 'https://images.lorcania.com/cards/tfc/157_fr_robin_hood-716.webp'}}"
